kind,date,start_time,end_time,time_range,room,session_type,duration,title,description,speakers,speaker_jobs,speaker_orgs,url
conference,2026-01-29,16:00,16:25,16:00 – 16:25,Salle de conférences Berlin,Étude de cas,25 min,IA & transformation du savoir : quand la technologie amplifie l’expertise humaine chez Lefebvre Dalloz Compétences,"Comment faire évoluer un patrimoine éditorial d’une exceptionnelle richesse pour le rendre plus vivant, plus accessible et directement utile à l’apprentissage ? C’est le défi relevé collectivement par ...",Gjergj DEMIRAJ | Guillaume LETZGUS,PDG | DG,Gutenberg Technology | Lefebvre dalloz Compétences,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/ia-transformation-du-savoir-quand-la-technologie-amplifie-lexpertise-humaine-chez-lefebvre-dalloz-comp%C3%A9tences
conference,2026-01-29,16:00,16:25,16:00 – 16:25,Salle de conférences Las Vegas,Keynote,25 min,L’Éducation à l’Ère de l’IA : Quoi ? Pourquoi? Et comment enseigner et apprendre?,"Pourquoi apprendre à l’ère des machines intelligentes ?Que devons-nous - et que devrons-nous - enseigner, pourquoi et comment ? L’émergence des solutions d’intelligence artificielle dans nos sociétés ...",Delphine LE SERRE,Présidente,Fondation Canadienne EdHu2050,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/l%C3%A9ducation-%C3%A0-l%C3%A8re-de-lia-quoi-pourquoi-et-comment-enseigner-et-apprendre
conference,2026-01-29,16:00,16:25,16:00 – 16:25,Salle de conférences Londres,Étude de cas,25 min,Accélérer la performance des talents par l’organisation apprenante : le cas Edenred,"Dans un environnement en transformation permanente, Edenred fait de l’organisation apprenante un levier stratégique pour accélérer la performance de ses talents. En plaçant le développement continu au ...",Elizabeth VILLA,Global Head of Learning and Development,Edenred,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/acc%C3%A9l%C3%A9rer-la-performance-des-talents-par-lorganisation-apprenante-le-cas-edenred
conference,2026-01-29,16:00,16:25,16:00 – 16:25,Salle de conférences Paris,Étude de cas,25 min,Étude de cas à la Faculté des Lettres de Sorbonne Université : L'évolution des usages de l'IA générative en enseignement supérieur depuis 2023,"Contexte Le SIPR (Service Informatique pour la Pédagogie et la Recherche), cellule d’accompagnement des communautés enseignantes et étudiantes de la Faculté des Lettres de Sorbonne Université, a initi ...",Aryan RAHIMIAN | Aristide DOUCET | Wiem CHAKROUN,Ingénieur pédagogique à l'Université Paris-Est Créteil (UPEC) | Ingénieur Pour l'Enseignement Numérique | Ingénieur Pour l'Enseignement Numérique,Enseignant à la Faculté des Lettres de Sorbonne Université | Faculté des Lettres Sorbonne Université | Faculté des Lettres Sorbonne Université,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/%C3%A9tude-de-cas-%C3%A0-la-facult%C3%A9-des-lettres-de-sorbonne-universit%C3%A9-l%C3%A9volution-des-usages-de-lia-g%C3%A9n%C3%A9rative-en-enseignement-sup%C3%A9rieur-depuis-2023
live_session,2026-01-29,16:00,16:20,16:00 – 16:20,Théâtre 1,,,Simulation professionnelle immersive : l’IA qui vous met en conditions réelles,,Nathan ATTIAS,VP Sales Enterprise,360Learning,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-360learning-1
live_session,2026-01-29,16:00,16:20,16:00 – 16:20,Théâtre 2,,,De la formation aux résultats : la feuille de route du L&D pour mesurer l’impact,,Juliette BOJANIC,Solutions Consultant Manager,CrossKnowledge,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-crossknowledge-1
live_session,2026-01-29,16:00,16:20,16:00 – 16:20,Théâtre 3,,,Concevoir des formations pour des profils expérimentés : le regard d'HEC Executive Education,,Arlène BOTOKRO | Adrien PAINTURIER,Head of Learning Innovation | HEC Paris,Wooclap | Directeur Associé de l'Enseignement et de l'Apprentissage,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-wooclap
live_session,2026-01-29,16:00,16:20,16:00 – 16:20,Théâtre 4,,,"Ancrage, Routine et IA : place au microlearning adaptatif, accessible et intégré",,Matthieu THOMAS,Co-fondateur & CEO,CARDS,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/consultez-lapp-pour-dinformations
conference,2026-01-29,16:30,16:55,16:30 – 16:55,Salle de conférences Berlin,Étude de cas,25 min,"Créer des formations innovantes intégrant des chatbots pédagogiques IA chez RNSPF, (Réseau numérique du ministère des Sports)","Découvrez un projet collaboratif innovant entre Baber Learning, agence e-learning, et le RNSPF, réseau numérique du Ministère des Sports : la co-création d'une formation certifiante Certifopac sur l'I ...",Hubert DE L'ESCAILLE | Nicolas FLIRDEN,Directeur Associé | Responsable du Réseau Numérique du Service Public de Formation RNSPF,Baber Learning | CREPS – Bourgogne-Franche-Comté,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/cr%C3%A9er-des-formations-innovantes-int%C3%A9grant-des-chatbots-p%C3%A9dagogiques-ia-chez-rnspf-r%C3%A9seau-num%C3%A9rique-du-minist%C3%A8re-des-sports
conference,2026-01-29,16:30,16:55,16:30 – 16:55,Salle de conférences Las Vegas,Étude de cas,25 min,L'intelligence artificielle dans l'éducation : renforcer la connexion humaine à l'ère numérique,"Le résultat des recherches menées auprès de plus de 600 enseignants présente un constat évident : l’adoption réussie de l’IA ne dépend pas uniquement de la technologie, mais surtout de son impact sur ...",Tarek EL MOURAD,Directeur,Al Jubail Island Education Investment Holding,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/lintelligence-artificielle-dans-l%C3%A9ducation-renforcer-la-connexion-humaine-%C3%A0-l%C3%A8re-num%C3%A9rique
conference,2026-01-29,16:30,16:55,16:30 – 16:55,Salle de conférences Londres,Atelier,25 min,Créer le cadre relationnel collectif de l'apprenance !,Venez faire l'expérience de la puissance d'un cadre relationnel d'apprentissage collectif co-construit. Niveau découverte pour tous public - Vous trouverez dans cet atelier des méthodes pratiques pour ...,Marie-Pierre DEQUIER,Présidente,France Apprenante,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/d%C3%A9ploiement-massive-et-global-de-lintelligence-artificielle-pour-former-les-formateurs-et-les-collaborateurs-pour-devenir-une-organisation-apprenante
conference,2026-01-29,16:30,16:55,16:30 – 16:55,Salle de conférences Paris,Keynote,25 min,Former à l’IA éthique: résultats de recherche et avenir des formateurs,"Former les collaborateurs à appréhender les enjeux d’IA éthique et responsable représente un défi particulier. Tout d’abord, ces sujets évoluent rapidement, et surtout il s’agit souvent d’apprendre à ...",Hubert ETIENNE,Président Directeur Général,Quintessence AI,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/former-%C3%A0-lia-%C3%A9thique-r%C3%A9sultats-de-recherche-et-avenir-des-formateurs
live_session,2026-01-29,16:30,16:50,16:30 – 16:50,Théâtre 1,,,L’IA Académie : la première formation qui évolue à la vitesse de l’Intelligence Artificielle,,Christophe HIRTZ,Ingénieur Commercial,XOS,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/lia-acad%C3%A9mie-la-premi%C3%A8re-formation-qui-%C3%A9volue-%C3%A0-la-vitesse-de-lintelligence-artificielle
live_session,2026-01-29,16:30,16:50,16:30 – 16:50,Théâtre 2,,,Cultiver les talents dès le 1er jour grâce à des plans de développement efficaces,,,,,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-ispring-1
live_session,2026-01-29,16:30,16:50,16:30 – 16:50,Théâtre 3,,,Roleplay IA : Entrainez vos équipes avec des simulations conversationnelles IA réalistes,,Antoine BERNARD,CEO,Reality Academy,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-sponsoris%C3%A9e-par-reality-academy
live_session,2026-01-29,16:30,16:50,16:30 – 16:50,Théâtre 4,,,SMICVAL x Anemon - SMS Learning Vitesse et comportements : les clés pour des pratiques routières responsables,,Stéphanie BERJAL | Fleur-Ève LE FOLL,Responsable Qualité et Environnement | Dirigeante Fondatrice,SMICVAL | Anemon SMS Learning,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/smicval-x-anemon-sms-learning-vitesse-et-comportements-les-cl%C3%A9s-pour-des-pratiques-routi%C3%A8res-responsables
conference,2026-01-29,17:00,17:25,17:00 – 17:25,Salle de conférences Berlin,Keynote,25 min,Les Chiffres Clés du digital learning : Résultats de l’enquête 2026 de l’ISTF en avant-première,"C’est la 12ème édition de l’enquête annuelle sur les Chiffres Clés du digital learning menée par l’ISTF, la référence pour la montée en compétence des acteurs de la formation. Au fil des ans, ce barom ...",Mathilde ISTIN,Directrice,ISTF,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/les-chiffres-cl%C3%A9s-du-digital-learning-r%C3%A9sultats-de-lenqu%C3%AAte-2026-de-listf-en-avant-premi%C3%A8re
conference,2026-01-29,17:00,17:25,17:00 – 17:25,Salle de conférences Las Vegas,Table ronde,25 min,Comment cohabitent l’IA et l'humain en formation ?,"Les usages de l’IA en formation se déclinent désormais sous des formes multiples : analyse et modélisation fine des profils d’apprentissage, adaptation dynamique des contenus pédagogiques, ou encore p ...",Christophe COUPEAUX | Delphine LE SERRE | Patrick THILL,Digital Learning Manager | Présidente | Co-founder,Groupe Samsic | Fondation Canadienne EdHu2050 | Generous.co,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/comment-cohabitent-lia-et-lhumain-en-formation-
conference,2026-01-29,17:00,17:25,17:00 – 17:25,Salle de conférences Paris,Keynote,25 min,"Sciences Cognitives et L’IA, la recette pour améliorer la formation et remettre l’humain au centre","Beaucoup de débats agitent aujourd’hui le secteur de la formation : l’IA va-t-elle prendre la place des humains ? Mais au fond, ce débat presque pseudo-philosophique passe à côté de l’essentiel. Ce qu ...",Son LY,CEO et Co-Fondateur,Didask,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/sciences-cognitives-et-lia-la-recette-pour-am%C3%A9liorer-la-formation-et-remettre-lhumain-au-centre
live_session,2026-01-29,17:00,17:20,17:00 – 17:20,Théâtre 1,,,"Former à l’IA : état des lieux, attentes, approches",,Cécile Weltman,Cheffe de projet CAIRE,École Nationale Supérieure d’Arts et Métiers,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-sponsoris%C3%A9e-par-arts-et-m%C3%A9tiers
live_session,2026-01-29,17:00,17:20,17:00 – 17:20,Théâtre 2,,,Enjeux et perspectives pour l'évaluation des compétences digitales et en intelligence artificielle,,Celestina CARDOZ MAURY,Academic Relations Manager,ETS France,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/enjeux-et-perspectives-pour-l%C3%A9valuation-des-comp%C3%A9tences-digitales-et-en-intelligence-artificielle
live_session,2026-01-29,17:00,17:20,17:00 – 17:20,Théâtre 3,,,ROI de l’IA générative : la maîtrise du français fait la différence,,Mélanie VIÉNOT,Présidente,Projet Voltaire,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/roi-de-lia-g%C3%A9n%C3%A9rative-la-ma%C3%AEtrise-du-fran%C3%A7ais-fait-la-diff%C3%A9rence
conference,2026-01-29,17:30,17:55,17:30 – 17:55,Salle de conférences Paris,Table ronde,25 min,La Dette Cognitive à cause de l’intelligence artificielle est-elle réelle ?,,Lucie DHORNE | Son LY | Hoss ZAOUALI | Amélie RAOUL,"Autrice, conférencière, formatrice & consultante | CEO et Co-Fondateur | CEO ConnectED-Labs | Conférencière",Creativ’ip | Didask | Conférencier à l’Université Stanford | Chercheuse en IA,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/la-dette-cognitive-gr-ce-%C3%A0-lintelligence-artificielle-est-r%C3%A9el
live_session,2026-01-29,17:30,17:50,17:30 – 17:50,Théâtre 2,,,Comment les IA pédagogiques rendent enfin possible la mise en pratique en digital,,Boris LUCAS,Sales Manager,Teach Up,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/comment-les-ia-p%C3%A9dagogiques-rendent-enfin-possible-la-mise-en-pratique-en-digital
live_session,2026-01-29,17:30,17:50,17:30 – 17:50,Théâtre 3,,,Créez et animez facilement vos scénarios de formation en Réalité Mixte avec le logiciel HARBOR – Retour d’expérience de MOBIPOLIS pour un constructeur automobile,,Adèle VOLARD | Sébastien BOLELLI,Cheffe de projet Pédagogie et Digital Learning | Business Developer,MOBIPOLIS | Harbor,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/cr%C3%A9ez-et-animez-facilement-vos-sc%C3%A9narios-de-formation-en-r%C3%A9alit%C3%A9-mixte-avec-le-logiciel-harbor-retour-dexp%C3%A9rience-de-mobipolis-pour-un-constructeur-automobile
